label,text_original,text_processed
ham,Pls send me your address sir.,pl send address sir
ham,I want to lick your pussy now...,want lick pussi
ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",yo gon na still stock tomorrowtoday im tri get dubsack
spam,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,urgent mobil number award ukp2000 prize guarante call 09061790125 landlin claim 3030 valid 12hr 150ppm
ham,"I'll see, but prolly yeah",ill see prolli yeah
ham,Thought we could go out for dinner. I'll treat you! Seem ok?,thought could go dinner ill treat seem ok
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,stand away doesnt heart ach without dont wonder dont crave
ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,sorri never hear unless book one kinda jokethet realli look skinni white girl one liney much camera someth like theyr cast look
ham,What you doing?how are you?,doinghow
ham,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",sure thing big man hockey elect shouldnt go longer hour though
ham,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,watch lor saw swatch one thk quit ok ard 116 need 2nd opinion leh
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),hiya like hlday pic look horribl took mo how camp amrca thing speak soon serena
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",babe goe day miss alreadi love love kiss hope everyth goe well
ham,Yunny... I'm goin to be late,yunni im goin late
ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,doc prescrib morphin caus pain med arent enough wait mom bring med kick fast im gon na tri later
ham,"Cool, want me to go to kappa or should I meet you outside mu",cool want go kappa meet outsid mu
ham,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",hey sexi bun told ador loverboy hope rememb thank sister law meatbal grin love babe
ham,May b approve panalam...but it should have more posts..,may approv panalambut post
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spjanuari male sale hot gay chat cheaper call 08709222922 nation rate 15pmin cheap 78pmin peak stop text call 08712460324 10pmin
ham,"Sorry, I'll call later",sorri ill call later
ham,I dont thnk its a wrong calling between us,dont thnk wrong call us
ham,Me i'm not workin. Once i get job...,im workin get job
ham,And by when you're done I mean now,your done mean
ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,ur luck love someon ur fortun love one love
ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,hi babi ive got back work want see allday hope didnt piss phone today give call xxx
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,freemsg today day readi im horni live town love sex fun game netcollex ltd 08700621170150p per msg repli stop end
ham,Is it your yahoo boys that bring in the perf? Or legal.,yahoo boy bring perf legal
ham,No need to say anything to me. I know i am an outsider,need say anyth know outsid
ham,have you ever had one foot before?,ever one foot
ham,Just got to  &lt;#&gt;,got ltgt
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her",good dont need receiptswel done ye pleas tell what number could ring
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",ever green quot ever told jerri cartoon person irrit alway one love vri much fail express gud nyt
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,leav wif lar wan carri meh heavi da num 98321561 familiar
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),beauti truth express face could seen everyon depress heart could understood love one gud ni8
ham,Infact happy new year. How are you where are you when are we seeing,infact happi new year see
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",simpson movi releas juli 2007 name band die start film agreen day bblue day cred day send
ham,That's a shame! Maybe cld meet for few hrs tomo?,that shame mayb cld meet hr tomo
ham,Lol I would but despite these cramps I like being a girl.,lol would despit cramp like girl
ham,I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,cant wait cornwal hope tonight isnt bad well rock night shite anyway im go kip good night speak soon
ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,pl help tell sura im expect batteri hont pl send messag download movi thank
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,pleas call amanda regard renew upgrad current tmobil handset free charg offer end today tel 0845 021 3680 subject ts cs
ham,"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",havent found way get anoth app phone eh go net cafe take job geeee need babe crave see
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,work mon thur sat cant leh book liao day free
ham,ÌÏ comin to fetch us oredi...,comin fetch us oredi
ham,What's nannys address?,what nanni address
spam,"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",urgent costa del sol holiday 5000 await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost150pm max10min
ham,Haf u eaten? Wat time u wan me 2 come?,haf eaten wat time wan come
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,want new video phone 750 anytim network min half price line rental free text month repli call 08000930705 free deliveri
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",yo call get chanc friend mine want ask big order
ham,This single single answers are we fighting? Plus i said am broke and you didnt reply,singl singl answer fight plu said broke didnt repli
ham,It certainly puts things into perspective when something like this happens,certainli put thing perspect someth like happen
ham,Now got tv 2 watch meh? U no work today?,got tv watch meh work today
ham,i felt so...not any conveying reason.. Ese he... What about me?,felt sonot convey reason ese
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,mobil 11 month entitl updat latest colour mobil camera free call mobil updat co free 08002986030
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,how go got excit karaok type activ plan im debat whether play footbal eve feel lazi though
ham,I told that am coming on wednesday.,told come wednesday
ham,"Its ok, called mom instead have fun",ok call mom instead fun
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",dear voucher holder claim week offer pc pleas go httpwwwwtlpcouktext tsc appli
ham,Well if I'm that desperate I'll just call armand again,well im desper ill call armand
ham,Are you at work right now ?,work right
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrat nokia 3650 video camera phone call 09066382422 call cost 150ppm ave call 3min vari mobil 16 close 300603 post bcm4284 ldn wc1n3xx
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,havent heard anyth he answer text im guess flake said jb fantast
ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",mmmmmm love youso much ahmad cant wait year begin everi second take closer side happi new year love
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,pl what full name joke school co fee univers florida seem actual ltgt pl holla back
ham,"Sorry, I'll call later",sorri ill call later
ham,Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,ok said ive got wisdom teeth hidden insid mayb need remov
ham,And pls pls drink plenty plenty water,pl pl drink plenti plenti water
ham,How are you doing. How's the queen. Are you going for the royal wedding,how queen go royal wed
ham,He's in lag. That's just the sad part but we keep in touch thanks to skype,he lag that sad part keep touch thank skype
ham,Ok lor then we go tog lor...,ok lor go tog lor
ham,Two teams waiting for some players,two team wait player
ham,Can Ì_ send me a copy of da report?,send copi da report
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",swhrt deyhop ur ok tot 2daylov misstak care
ham,"Ok da, i already planned. I wil pick you.",ok da alreadi plan wil pick
spam,"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",urgent pleas call 0906346330 abta complimentari spanish holiday 10000 cash await collect sae tc box 47 po19 2ez 150ppm 18
ham,"Sorry, I'll call later in meeting",sorri ill call later meet
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,realli need shit tomorrow know wont awak like
ham,I'm good. Have you registered to vote?,im good regist vote
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",hmm ok ill stay like hour co eye realli sore
ham,Dear got bus directly to calicut,dear got bu directli calicut
ham,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also come tell play later togeth
ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",well gener price ltgt oz let know ifwhenhow much want
ham,"Sorry, I'll call later",sorri ill call later
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",moment dayha valuemorn bring hopeafternoon bring faitheven bring luvnight bring restwish find todaygood morn
ham,&lt;#&gt;  w jetton ave if you forgot,ltgt jetton ave forgot
ham,Ok i'm coming home now.,ok im come home
ham,Can not use foreign stamps in this country.,use foreign stamp countri
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",doubl min txt 6month free bluetooth orang avail soni nokia motorola phone call mobileupd8 08000839402 call2optoutn9dx
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",sorri lot friendofafriend stuff im talk actual guy want buy
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free 1st week no1 nokia tone ur mob everi week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w45wq norm150pton 16
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",want funk ur fone weekli new tone repli tones2u text wwwringtonescouk origin best tone 3gbp network oper rate appli
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",cmon babe make horni turn txt fantasi babe im hot sticki need repli cost 150 cancel send stop
ham,I will come tomorrow di,come tomorrow di
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,wyli updat weed dealer carlo went freedom class lunsford
ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,happi babi alright take job hope fine send kiss make smile across sea kiss kiss
ham,C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,movi juz last minut decis mah juz watch lar tot interest
ham,How are you enjoying this semester? Take care brother.,enjoy semest take care brother
spam,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,import inform orang user 0796xxxxxx today ur lucki day2 find log onto httpwwwurawinnercom there fantast prizeawait
ham,"Get the door, I'm here",get door im
ham,"Lets use it next week, princess :)",let use next week princess
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,go home first lar wait lor put stuff first
ham,I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,want kfc tuesday buy meal gravi mark
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),dahe stupid daalway send like thisdon believ messagepandi mental
ham,Oi when you gonna ring,oi gon na ring
spam,Missed call alert. These numbers called but left no message. 07008009200,miss call alert number call left messag 07008009200
ham,I attended but nothing is there.,attend noth
ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,ard 530 like dat lor juz meet mrt station dun haf come
ham,No dear i was sleeping :-P,dear sleep
ham,Er mw im filled tuth is aight,er mw im fill tuth aight
ham,Will be office around 4 pm. Now i am going hospital.,offic around pm go hospit
ham,Actually i'm waiting for 2 weeks when they start putting ad.,actual im wait week start put ad
ham,Anything lor if they all go then i go lor...,anyth lor go go lor
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,free sat rite wan watch infern affair wif darren mayb xy
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",plz note anyon call mobil co amp ask type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia motorola verifi cnn ibn
ham,Yo you around? A friend of mine's lookin to pick up later tonight,yo around friend mine lookin pick later tonight
ham,Stupid auto correct on my phone,stupid auto correct phone
ham,Double eviction this week - Spiral and Michael and good riddance to them!,doubl evict week spiral michael good riddanc
ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",world suffer lot violenc bad peopl silenc good peopl
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ok that cool either raglan rd edward rd behind cricket ground gim ring ur closebi see tuesday
ham,Buy one egg for me da..please:),buy one egg dapleas
ham,Have you started in skye,start skye
ham,Have you bookedthe hut? And also your time off? How are you by the way?,bookedth hut also time way
ham,And several to you sir.,sever sir
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,realli pig leh sleep much dad wake 10 smth eat lunch today
ham,I'm at home. Please call,im home pleas call
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,love hope anyth drastic dont dare sell pc phone
ham,Now only i reached home. . . I am very tired now. . I will come tomorro,reach home tire come tomorro
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,freemsg record indic may entitl 3750 pound accid claim free repli ye msg opt text stop
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",win 100 music gift voucher everi week start txt word draw 87066 tsc wwwidewcom skillgam 1winaweek age16 150ppermesssubscript
ham,Life style garments account no please.,life style garment account pleas
ham,Lol wtf random. Btw is that your lunch break,lol wtf random btw lunch break
ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",sez how de arab boy hope good give love evry1 love ya eshxxxxxxxxxxx
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",lay man let know miss thought great day send bimbo ugo number ill appreci safe
ham,Detroit. The home of snow. Enjoy it.,detroit home snow enjoy
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,show ur colour euro 2004 241 offer get england flag 3lion tone ur phone click follow servic messag info
ham,Okie...,oki
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way",aight im chillin friend room text your way
ham,Is toshiba portege m100 gd?,toshiba porteg m100 gd
ham,Well welp is sort of a semiobscure internet thing,well welp sort semiobscur internet thing
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,text pass 69669 collect polyphon rington normal gpr charg appli enjoy tone
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send",accordingli repeat text word ok mobil phone send
ham,Loosu go to hospital. De dont let it careless.,loosu go hospit de dont let careless
ham,How much for an eighth?,much eighth
ham,Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,omg joanna freak she look thru friend find photo she ask stuff myspac havent even log like year
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",send ur birthdat month year tel ur life partner name method calcul repli must
ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,juz havent woke bit blur blur dad went liao cant cum oso
ham,"How about clothes, jewelry, and trips?",cloth jewelri trip
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,block breaker come delux format new featur great graphic tmobil buy repli get bbdelux take challeng
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,aah cuddl would lush id need lot tea soup kind fumbl
spam,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,import inform orang user today lucki day2find log onto httpwwwurawinnercom there fantast surpris await
ham,I am late. I will be there at,late
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,sad stori man last week bday wife didnt wish parent forgot kid went work even colleagu wish
ham,Are you plans with your family set in stone ?,plan famili set stone
ham,Pls dont forget to study,pl dont forget studi
ham,You'll never believe this but i have actually got off at taunton. Wow,youll never believ actual got taunton wow
ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",den weekday got special price haiz cant eat liao cut nail oso muz wait finish drivin wat lunch still muz eat wat
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,broke list reason nobodi town cant tell she sarcast faggi
ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ltdecimalgt common car better buy china asia find less expens ill holla
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,greatest test courag earth bear defeat without lose heartgn tc
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,sorri im stil fuck last nite went tobe 430 got work 630
ham,Hey so whats the plan this sat? ,hey what plan sat
ham,Beauty sleep can help ur pimples too.,beauti sleep help ur pimpl
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,great hope use connect mode men also co never know old friend lead today
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,natalja 25f invit friend repli yes440 no440 see wwwsmsacunat27081980 stop send stop frnd 62468
ham,Where to get those?,get
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",kind miss train co asthma attack nxt one half hr drive sure park
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:),ball move lotwil spin last difficult bat
ham,Haiyoh... Maybe your hamster was jealous of million,haiyoh mayb hamster jealou million
ham,Can you please send me my aunty's number,pleas send aunti number
ham,I'm glad. You are following your dreams.,im glad follow dream
ham,I've reached home finally...,ive reach home final
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",urgent import inform 02 user today lucki day find log onto httpwwwurawinnercom fantast surpris await
spam,WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,winner valu network custom select receivea 900 prize reward claim call 09061701461 claim code kl341 valid 12 hour
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",wn hurt prsn close fight wit dem coz somtim di fight save relat bt quiet leav nothin relat gud eveb
ham,U can call now...,call
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",scienc tell chocol melt sunlight pleas dont walk sunlight bcozi dont want loss sweet friend
ham,Yes. I come to nyc for audiitions and am trying to relocate.,ye come nyc audiit tri reloc
ham,I pocked you up there before,pock
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,congrat that great want tell tell score co might make relax motiv thank share
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),wud never mind dont miss dont need wil realli hurt wen need amp dont tell take care
ham,Hey mr whats the name of that bill brison book the one about language and words ,hey mr what name bill brison book one languag word
ham,"Okay, good, no problem, and thanx!",okay good problem thanx
ham,"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",inform ikea spell cap yell thought left sit bed among mess came said go got home class pleas dont tri bullshit make want listen less
ham,Call me when u're done...,call ure done
ham,G.W.R,gwr
ham,You best watch what you say cause I get drunk as a motherfucker,best watch say caus get drunk motherfuck
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,kit strip bill 150p netcollex ltd po box 1013 ig11 oja
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonu special 500 pound genuin hmv voucher answer easi question play send hmv 86688 infowww100percentrealcom
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you,pleas call 08712402578 immedi urgent messag wait
spam,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,thesmszonecom let send free anonym mask messagesim send messag theredo see potenti abus
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",well done costa del sol holiday 5000 await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost150pm max10min
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt teas make cri end life die plz keep one rose grave say stupid miss nice day bslvyl
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",erm woodland avenu somewher get parish magazin telephon number
ham,Are there TA jobs available? Let me know please cos i really need to start working,ta job avail let know pleas co realli need start work
ham,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,aiyar hard type later free tell call scold tell
ham,Yup i'm free...,yup im free
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",good good billi mate gone jog enjoy concert
ham,Yo come over carlos will be here soon,yo come carlo soon
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,awww dat sweet think someth nice time tonight ill probabl txt later co im lone xxx
ham,I guess it is useless calling u 4 something important.,guess useless call someth import
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!,ha ha pop loo hello hello
ham,He dint tell anything. He is angry on me that why you told to abi.,dint tell anyth angri told abi
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someon know ask date servic contact cant guess call 09058091854 reveal po box385 m6 6wu
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,happen 2waxsto wat want come ill get medic insur shell abl deliv basic care im current shop right medic insur give til friday morn that ill see major person guid right insur
ham,I keep ten rs in my shelf:) buy two egg.,keep ten rs shelf buy two egg
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",wasnt well babe swollen gland throat end
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ur chang da report big co ive alreadi made chang da previou report
ham,Captain is in our room:),captain room
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",cant speak bcaz mobil problem listen cannt listen voic call later
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,hiya stu wot 2im much trubl home moment evon hate even wot hell av done wont tell text bck pleas luv dan
ham,S...i will take mokka players only:),si take mokka player
ham,Are you still playing with gautham?,still play gautham
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,hey mr go sea view coupl gay mean game give bell ya finish
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",jason say he gon na around ill around ltgt
ham,Sorry . I will be able to get to you. See you in the morning.,sorri abl get see morn
ham,Aight well keep me informed,aight well keep inform
ham,I am not having her number sir,number sir
ham,Am only searching for good dual sim mobile pa.,search good dual sim mobil pa
ham,That seems unnecessarily hostile,seem unnecessarili hostil
ham,Dude got a haircut. Now its breezy up there,dude got haircut breezi
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",congrat mobil 3g videophon call 09061744553 videochat wid ur mate play java game dload polyh music nolin rentl bx420 ip4 5we 150pm
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),1appledayno doctor 1tulsi leafdayno cancer 1lemondayno fat 1cup milkdayno bone problm litr watrdayno diseas snd th care
ham,i thought we were doing a king of the hill thing there.,thought king hill thing
ham,Nope i'll come online now..,nope ill come onlin
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY,also tell said happi birthday
ham,Y bishan lei... I tot Ì_ say lavender? ,bishan lei tot say lavend
ham,Boo what time u get out? U were supposed to take me shopping today. :(,boo time get suppos take shop today
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",sound like manki scous boy stevelik travel da bu homewot inmind recreat di eve
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",fyi im take quick shower epsilon like ltgt min
ham,on a Tuesday night r u 4 real,tuesday night real
ham,Yes when is the appt again?,ye appt
ham,Just got outta class gonna go gym.,got outta class gon na go gym
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,want sent ltgt mesag today that sorri hurt
ham,ÌÏ all write or wat..,write wat
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ha wouldnt say didnt read anyth way seem dont like judgementali save friday pub
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,valentin game send di msg ur friend answer someon realli love que colour suit best
ham,Hi:)did you asked to waheeda fathima about leave?,hidid ask waheeda fathima leav
ham,Enjoy urself tmr...,enjoy urself tmr
ham,You still around? I could use a half-8th,still around could use half8th
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,447801259231 secret admir look make contact ufind rreveal think ur specialcal 09058094597
ham,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,give us back id proof ltgt rs wont allow work come home within day
